,condition,bin,type,subject,itemnum,cloze,constraint,contrast_unexpected,accuracy,w1,w2,region,amplitude
17622,HC.AN.CL,1,1,30,8,0,1,0,1,一堂,水果,anterior,-1.2312776666666672
17623,LC.UNEXP.VB,10,0,30,726,1,0,-2,1,实现,功能,anterior,-2.5886988333333325
17624,HC.EXP.VB,8,0,30,433,2,1,0,1,积累,经验,anterior,3.682176333333333
17625,HC.EXP.VB,8,0,30,439,2,1,0,1,没收,财产,anterior,11.542634666666666
17626,HC.UNEXP.VB,9,0,30,720,1,1,-1,1,回顾,传统,anterior,6.7215413333333345
17627,LC.UNEXP.VB,10,0,30,744,1,0,-2,1,压缩,行李,anterior,-2.173111
17628,LC.AN.CL,2,1,30,108,0,0,0,1,一层层,棋,anterior,-4.6646339999999995
17629,HC.UNEXP.VB,9,0,30,700,1,1,-1,1,虐待,儿子,anterior,24.823714999999996
17630,LC.AN.VB,7,0,30,293,0,0,0,1,表示,公司,anterior,-0.20612433333333335
17631,HC.AN.CL,1,1,30,12,0,1,0,1,一代,水流,anterior,-6.286779
17632,HC.UNEXP.VB,9,0,30,715,1,1,-1,1,搁置,提议,anterior,18.40227333333333
17633,HC.EXP.VB,8,0,30,422,2,1,0,1,触犯,法律,anterior,-1.0918973333333333
17634,LC.AN.VB,7,0,30,279,0,0,0,1,抵制,掌声,anterior,1.3087955333333332
17635,HC.AN.VB,6,0,30,153,0,1,0,1,名列,措施,anterior,-11.753608666666665
17636,HC.EXP.CL,3,1,30,362,2,1,0,1,一平方公里,土地,anterior,-10.555286
17637,HC.EXP.CL,3,1,30,371,2,1,0,1,一届,学生,anterior,10.498426333333333
17638,HC.UNEXP.CL,4,1,30,542,1,1,-1,1,一平方公里,湖,anterior,29.72650333333333
17639,HC.UNEXP.CL,4,1,30,560,1,1,-1,1,一副,牌,anterior,3.762988
17640,LC.AN.CL,2,1,30,117,0,0,0,1,一场,鱼,anterior,2.4048176666666667
17641,HC.UNEXP.CL,4,1,30,547,1,1,-1,0,一扇,猪肉,anterior,-3.7900048000000006
17642,HC.EXP.VB,8,0,30,428,2,1,0,1,宏扬,精神,anterior,-8.192804333333333
17643,LC.UNEXP.VB,10,0,30,725,1,0,-2,1,收拾,房间,anterior,6.665087333333332
17644,HC.UNEXP.VB,9,0,30,696,1,1,-1,1,参加,婚礼,anterior,17.326596333333338
17645,HC.EXP.VB,8,0,30,435,2,1,0,1,骗,人,anterior,6.753796666666666
17646,LC.UNEXP.CL,5,1,30,625,1,0,-2,0,一团,雪,anterior,-7.2759699499999995
17647,LC.AN.CL,2,1,30,100,0,0,0,1,一大批,热血,anterior,15.351926333333333
17648,HC.UNEXP.VB,9,0,30,699,1,1,-1,1,开创,领域,anterior,-9.279843433333333
17649,LC.UNEXP.CL,5,1,30,626,1,0,-2,1,一处,错误,anterior,7.970491
17650,LC.UNEXP.VB,10,0,30,727,1,0,-2,1,抵御,流感,anterior,8.197463333333333
17651,HC.EXP.VB,8,0,30,426,2,1,0,1,推动,发展,anterior,-0.8664220000000001
17652,LC.UNEXP.VB,10,0,30,745,1,0,-2,1,维护,电梯,anterior,3.6110993333333337
17653,HC.AN.VB,6,0,30,168,0,1,0,0,竞选,棋,anterior,-6.680053999999998
17654,LC.AN.CL,2,1,30,113,0,0,0,1,一度,土地,anterior,13.726683666666668
17655,HC.AN.VB,6,0,30,166,0,1,0,0,贴近,鞋子,anterior,2.3553836666666665
17656,LC.UNEXP.CL,5,1,30,617,1,0,-2,1,一声,笑,anterior,3.3699146666666664
17657,LC.UNEXP.VB,10,0,30,734,1,0,-2,1,遍布,田野,anterior,3.3940266666666665
17658,LC.AN.VB,7,0,30,294,0,0,0,1,增加,生日,anterior,-3.2754693333333336
17659,HC.UNEXP.CL,4,1,30,562,1,1,-1,1,一碗,肉,anterior,9.080723333333333
17660,HC.EXP.VB,8,0,30,442,2,1,0,1,分散,注意力,anterior,5.191744666666667
17661,HC.EXP.VB,8,0,30,441,2,1,0,1,重建,家园,anterior,13.183033
17662,LC.UNEXP.VB,10,0,30,731,1,0,-2,1,走向,歧途,anterior,7.254342999999999
17663,HC.AN.CL,1,1,30,21,0,1,0,1,一阵,学校,anterior,-0.6024923000000001
17664,LC.AN.VB,7,0,30,278,0,0,0,1,改进,鱼,anterior,-12.104681333333332
17665,HC.AN.CL,1,1,30,24,0,1,0,1,一册,电话,anterior,8.573775
17666,LC.AN.CL,2,1,30,120,0,0,0,1,一条,饭,mid_frontal,16.114313333333335
17667,LC.UNEXP.VB,10,0,30,730,1,0,-2,1,继承,房子,mid_frontal,22.029173333333333
17668,HC.EXP.CL,3,1,30,382,2,1,0,1,一碗,饭,mid_frontal,5.662566000000001
17669,HC.UNEXP.VB,9,0,30,710,1,1,-1,1,篡改,答案,mid_frontal,1.5878616666666663
17670,HC.EXP.VB,8,0,30,440,2,1,0,1,使用,工具,mid_frontal,-0.37152399999999997
17671,LC.AN.CL,2,1,30,118,0,0,0,1,一天,措施,mid_frontal,10.442621333333333
17672,HC.EXP.VB,8,0,30,427,2,1,0,1,完成,任务,mid_frontal,10.435359666666665
17673,LC.UNEXP.CL,5,1,30,605,1,0,-2,0,一美元,食物,mid_frontal,1.6639226666666662
17674,LC.UNEXP.VB,10,0,30,733,1,0,-2,1,欺负,女生,mid_frontal,5.840706333333333
17675,HC.UNEXP.VB,9,0,30,702,1,1,-1,1,讨论,分工,mid_frontal,7.6946546666666675
17676,LC.UNEXP.CL,5,1,30,630,1,0,-2,0,一丝,线,mid_frontal,-6.638735903333333
17677,LC.AN.CL,2,1,30,112,0,0,0,1,一岁,黄金,mid_frontal,-0.32762796666666666
17678,HC.AN.CL,1,1,30,7,0,1,0,1,一匹,米,mid_frontal,-1.3798565333333332
17679,HC.UNEXP.CL,4,1,30,567,1,1,-1,1,一帖,对联,mid_frontal,-6.162065000000001
17680,HC.UNEXP.VB,9,0,30,691,1,1,-1,1,发来,短信,mid_frontal,-6.501025666666666
17681,HC.EXP.CL,3,1,30,387,2,1,0,1,一帖,字,mid_frontal,16.253973333333334
17682,LC.UNEXP.VB,10,0,30,735,1,0,-2,1,汲取,营养,mid_frontal,7.466680999999999
17683,HC.UNEXP.VB,9,0,30,692,1,1,-1,0,扩大,调查,mid_frontal,2.659283466666667
17684,HC.EXP.VB,8,0,30,424,2,1,0,1,震撼,人心,mid_frontal,-3.509179666666667
17685,LC.UNEXP.CL,5,1,30,627,1,0,-2,0,一波,潮流,mid_frontal,3.8936926666666665
17686,HC.AN.VB,6,0,30,158,0,1,0,1,奠定,水果,mid_frontal,-12.730550666666668
17687,HC.AN.CL,1,1,30,29,0,1,0,1,一篇,线,mid_frontal,9.645236
17688,LC.UNEXP.CL,5,1,30,618,1,0,-2,0,一平米,别墅,mid_frontal,-0.615675
17689,HC.UNEXP.VB,9,0,30,695,1,1,-1,1,回馈,顾客,mid_frontal,12.489232333333334
17690,HC.AN.CL,1,1,30,15,0,1,0,1,一艘,猪,mid_frontal,16.809941666666667
17691,HC.AN.CL,1,1,30,22,0,1,0,1,一本,黄金,mid_frontal,0.7523303333333334
17692,LC.AN.CL,2,1,30,107,0,0,0,1,一则,狗,mid_frontal,0.3812777666666664
17693,HC.AN.VB,6,0,30,180,0,1,0,1,达到,饭,mid_frontal,4.577160999999999
17694,LC.AN.VB,7,0,30,288,0,0,0,1,安排,武艺,mid_frontal,1.535636333333333
17695,HC.EXP.VB,8,0,30,444,2,1,0,1,提出,问题,mid_frontal,-7.105854333333333
17696,LC.AN.CL,2,1,30,114,0,0,0,1,一片,电话,mid_frontal,-19.357363333333332
17697,HC.AN.VB,6,0,30,162,0,1,0,1,振奋,水流,mid_frontal,11.912005333333335
17698,HC.UNEXP.CL,4,1,30,554,1,1,-1,1,一回合,战斗,mid_frontal,-2.53720694
17699,LC.AN.CL,2,1,30,96,0,0,0,1,一部,猪,mid_frontal,2.870177
17700,HC.UNEXP.CL,4,1,30,566,1,1,-1,0,一起,安检,mid_frontal,-4.3369065
17701,LC.UNEXP.VB,10,0,30,728,1,0,-2,1,总结,文章,mid_frontal,-12.53231833333333
17702,HC.UNEXP.CL,4,1,30,569,1,1,-1,1,一缕,丝,mid_frontal,15.901613333333332
17703,LC.AN.VB,7,0,30,285,0,0,0,1,考察,钱,mid_frontal,-14.412099333333332
17704,LC.AN.CL,2,1,30,109,0,0,0,1,一班,鸡,mid_frontal,-6.846021999999999
17705,LC.UNEXP.CL,5,1,30,616,1,0,-2,1,一身,珠宝,mid_frontal,2.779856666666667
17706,LC.UNEXP.CL,5,1,30,613,1,0,-2,1,一组,新闻,mid_frontal,0.4272315333333334
17707,HC.AN.CL,1,1,30,4,0,1,0,1,一棵,土地,mid_frontal,9.0533047
17708,HC.AN.CL,1,1,30,1,0,1,0,1,一堵,米,mid_frontal,5.901143
17709,LC.UNEXP.CL,5,1,30,615,1,0,-2,1,一罐,米,mid_frontal,4.755442666666666
17710,HC.AN.CL,1,1,30,18,0,1,0,1,一朵,棋,mid_frontal,-9.870879999999998
17711,HC.UNEXP.VB,9,0,30,706,1,1,-1,1,占用,教室,mid_frontal,1.2290463333333335
17712,HC.EXP.CL,3,1,30,374,2,1,0,1,一回合,比赛,mid_frontal,5.710108000000001
17713,HC.UNEXP.VB,9,0,30,693,1,1,-1,1,穿越,火线,mid_frontal,2.5723456666666666
17714,LC.AN.VB,7,0,30,292,0,0,0,1,越过,运动,mid_frontal,-7.435799333333333
17715,LC.UNEXP.CL,5,1,30,629,1,0,-2,1,一波波,浪,mid_frontal,-4.465270333333334
17716,HC.EXP.VB,8,0,30,437,2,1,0,1,促进,发展,mid_frontal,12.788908333333334
17717,LC.UNEXP.CL,5,1,30,601,1,0,-2,1,一根,筷子,mid_frontal,11.760857333333334
17718,HC.UNEXP.VB,9,0,30,712,1,1,-1,1,揭开,锅,mid_frontal,0.056481233333333124
17719,HC.AN.CL,1,1,30,14,0,1,0,1,一大笔,牛,mid_frontal,4.606936
17720,HC.UNEXP.VB,9,0,30,719,1,1,-1,1,补贴,老师,mid_frontal,11.533039333333335
17721,LC.UNEXP.VB,10,0,30,750,1,0,-2,1,送往,灾区,mid_frontal,22.79998
17722,LC.UNEXP.VB,10,0,30,724,1,0,-2,1,发布,命令,mid_frontal,13.272332999999998
17723,HC.AN.VB,6,0,30,178,0,1,0,1,筹措,鱼,mid_frontal,-9.864769
17724,LC.AN.CL,2,1,30,94,0,0,0,1,一批,墙,mid_frontal,-9.058121
17725,LC.UNEXP.VB,10,0,30,740,1,0,-2,1,牺牲,人民,mid_frontal,12.523759
17726,HC.AN.VB,6,0,30,157,0,1,0,1,扮演,土地,mid_frontal,6.243173333333334
17727,LC.AN.VB,7,0,30,277,0,0,0,1,提高,歌曲,mid_frontal,12.365904666666665
17728,LC.AN.VB,7,0,30,291,0,0,0,0,持有,鞋子,mid_frontal,-1.3771140000000006
17729,HC.UNEXP.VB,9,0,30,697,1,1,-1,1,伸出,头,mid_frontal,1.5716263333333333
17730,HC.UNEXP.CL,4,1,30,556,1,1,-1,1,一座,城堡,mid_frontal,0.5887759000000001
17731,HC.UNEXP.CL,4,1,30,570,1,1,-1,1,一肚子,酒,mid_frontal,13.362887999999998
17732,HC.EXP.CL,3,1,30,388,2,1,0,1,一幕幕,戏,mid_frontal,-6.365650433333333
17733,LC.UNEXP.VB,10,0,30,722,1,0,-2,1,解释,错误,mid_frontal,4.934075
17734,HC.EXP.CL,3,1,30,370,2,1,0,1,一江,春水,mid_frontal,-4.029671666666666
17735,HC.AN.VB,6,0,30,179,0,1,0,1,侵吞,线,mid_frontal,-15.673667666666665
17736,LC.AN.CL,2,1,30,110,0,0,0,1,一班,扣子,mid_frontal,-6.741211666666666
17737,HC.UNEXP.CL,4,1,30,555,1,1,-1,1,一盘,土豆,mid_frontal,5.585365333333333
17738,HC.AN.CL,1,1,30,11,0,1,0,1,一封,酒店,mid_frontal,0.8858446666666667
17739,LC.UNEXP.VB,10,0,30,748,1,0,-2,0,送到,城市,mid_frontal,-4.873993233333333
17740,HC.EXP.CL,3,1,30,377,2,1,0,1,一尊,佛像,mid_frontal,-7.497961666666668
17741,LC.AN.VB,7,0,30,290,0,0,0,1,开立,饭,mid_frontal,-6.332465666666667
17742,HC.AN.VB,6,0,30,151,0,1,0,1,激化,米,mid_frontal,-14.41035
17743,HC.AN.VB,6,0,30,173,0,1,0,1,开展,墙,mid_frontal,6.207149333333334
17744,HC.EXP.CL,3,1,30,369,2,1,0,1,一壶,酒,mid_frontal,17.67583
17745,HC.AN.VB,6,0,30,175,0,1,0,1,弹劾,帽子,mid_frontal,-3.286358333333333
17746,LC.AN.VB,7,0,30,272,0,0,0,1,罢免,航母,mid_frontal,-1.197977333333334
17747,HC.UNEXP.VB,9,0,30,709,1,1,-1,1,服,药,mid_frontal,-4.89123
17748,LC.UNEXP.VB,10,0,30,743,1,0,-2,1,加快,改造,mid_frontal,-3.418379033333333
17749,LC.AN.CL,2,1,30,93,0,0,0,1,一批,云朵,mid_frontal,12.643407666666667
17750,HC.AN.VB,6,0,30,172,0,1,0,0,负有,黄金,mid_frontal,10.872461000000001
17751,HC.EXP.VB,8,0,30,445,2,1,0,1,犯下,错误,mid_frontal,9.563121666666666
17752,LC.AN.CL,2,1,30,98,0,0,0,1,一大群,水果,mid_frontal,12.200173333333334
17753,LC.UNEXP.CL,5,1,30,628,1,0,-2,1,一点儿,肉,mid_frontal,10.368257
17754,LC.AN.VB,7,0,30,295,0,0,0,0,具有,水,mid_frontal,2.0272973333333333
17755,LC.AN.VB,7,0,30,271,0,0,0,1,严守,香烟,mid_frontal,-8.985360666666667
17756,LC.UNEXP.VB,10,0,30,749,1,0,-2,1,突出,特征,mid_frontal,-2.4228253
17757,LC.AN.VB,7,0,30,274,0,0,0,1,安置,小说,mid_frontal,-20.449633333333335
17758,LC.AN.CL,2,1,30,115,0,0,0,1,一门,帽子,mid_frontal,23.76268333333333
17759,LC.UNEXP.CL,5,1,30,602,1,0,-2,1,一次,经历,mid_frontal,-10.204497666666667
17760,HC.AN.VB,6,0,30,156,0,1,0,1,征求,乐曲,mid_frontal,-0.6060343333333335
17761,LC.UNEXP.CL,5,1,30,624,1,0,-2,1,一系列,电影,mid_frontal,3.1536603999999997
17762,LC.AN.CL,2,1,30,95,0,0,0,1,一道,生日,mid_frontal,-7.585352
17763,LC.UNEXP.VB,10,0,30,746,1,0,-2,0,统治,领域,mid_frontal,7.464073999999999
17764,HC.EXP.VB,8,0,30,432,2,1,0,1,夺得,冠军,mid_frontal,-7.771273666666667
17765,HC.EXP.VB,8,0,30,430,2,1,0,1,封锁,消息,mid_frontal,-27.13539
17766,HC.EXP.CL,3,1,30,368,2,1,0,1,一丛丛,花,mid_frontal,8.081001333333333
17767,HC.UNEXP.CL,4,1,30,557,1,1,-1,0,一尊,鼎,mid_frontal,13.208919
17768,HC.AN.CL,1,1,30,13,0,1,0,1,一句,卧室,mid_frontal,-2.7167749999999997
17769,HC.AN.CL,1,1,30,6,0,1,0,1,一具,乐曲,mid_frontal,11.488765
17770,LC.UNEXP.CL,5,1,30,610,1,0,-2,1,一块,布,mid_frontal,-5.619965233333333
17771,HC.UNEXP.VB,9,0,30,705,1,1,-1,0,拉动,发展,mid_frontal,9.600752
17772,HC.UNEXP.VB,9,0,30,718,1,1,-1,1,前往,实验室,mid_frontal,7.487952666666666
17773,LC.AN.CL,2,1,30,97,0,0,0,1,一大群,米,mid_frontal,1.3334150333333328
17774,LC.AN.VB,7,0,30,286,0,0,0,1,发生,土地,mid_frontal,5.863952433333334
17775,LC.AN.CL,2,1,30,92,0,0,0,1,一趟,电话,mid_frontal,9.561249333333334
17776,HC.UNEXP.VB,9,0,30,707,1,1,-1,1,健全,法治,mid_frontal,25.546096000000006
17777,HC.UNEXP.CL,4,1,30,541,1,1,-1,0,一列,学生,mid_frontal,12.728011
17778,HC.EXP.CL,3,1,30,366,2,1,0,1,一幢,楼,mid_frontal,14.096831333333332
17779,HC.UNEXP.CL,4,1,30,546,1,1,-1,0,一幢,城堡,mid_frontal,12.347022866666668
17780,LC.AN.VB,7,0,30,298,0,0,0,1,要求,失败,mid_frontal,13.944792000000001
17781,LC.AN.VB,7,0,30,289,0,0,0,1,接受,子弹,mid_frontal,11.199791333333332
17782,HC.EXP.VB,8,0,30,449,2,1,0,1,载,人,mid_frontal,-18.708883333333333
17783,HC.AN.VB,6,0,30,169,0,1,0,0,讨回,鸡,mid_frontal,9.834213666666667
17784,HC.EXP.CL,3,1,30,381,2,1,0,1,一对,情侣,mid_frontal,-3.7755336666666666
17785,HC.UNEXP.VB,9,0,30,713,1,1,-1,0,扭转,时间,mid_frontal,14.874613333333334
17786,HC.AN.VB,6,0,30,160,0,1,0,1,歪曲,飞机,mid_frontal,0.5044386666666668
17787,HC.EXP.CL,3,1,30,379,2,1,0,1,一记,耳光,mid_frontal,6.145029733333334
17788,HC.UNEXP.CL,4,1,30,544,1,1,-1,1,一轮,面试,mid_frontal,0.27392993333333343
17789,HC.UNEXP.CL,4,1,30,559,1,1,-1,0,一记,警告,mid_frontal,16.099059999999998
17790,LC.AN.CL,2,1,30,119,0,0,0,1,一把,航母,mid_frontal,18.308139999999998
17791,HC.UNEXP.CL,4,1,30,564,1,1,-1,0,一通,电报,mid_frontal,13.596523333333332
17792,HC.UNEXP.CL,4,1,30,551,1,1,-1,1,一届,晚会,mid_frontal,6.967220366666666
17793,LC.UNEXP.VB,10,0,30,739,1,0,-2,1,提供,教育,mid_frontal,11.637981666666667
17794,LC.AN.VB,7,0,30,276,0,0,0,1,担任,黄金,mid_frontal,-1.831138
17795,HC.AN.CL,1,1,30,17,0,1,0,1,一粒,狗,mid_frontal,18.498520000000003
17796,LC.UNEXP.VB,10,0,30,741,1,0,-2,1,设立,学校,mid_frontal,5.834916666666667
17797,HC.UNEXP.CL,4,1,30,565,1,1,-1,1,一套,家具,mid_frontal,7.984057
17798,HC.AN.CL,1,1,30,9,0,1,0,1,一斗,楼房,mid_frontal,-6.475608
17799,HC.UNEXP.CL,4,1,30,543,1,1,-1,0,一缸,荷花,mid_frontal,-6.243908333333333
17800,HC.EXP.CL,3,1,30,372,2,1,0,1,一群,人,mid_frontal,-2.2775415666666667
17801,HC.UNEXP.VB,9,0,30,701,1,1,-1,1,兴建,景点,mid_frontal,1.8116394666666666
17802,LC.UNEXP.CL,5,1,30,604,1,0,-2,1,一米,线,mid_frontal,8.006472666666667
17803,HC.EXP.VB,8,0,30,450,2,1,0,1,造福,人类,mid_frontal,9.009561666666668
17804,HC.UNEXP.VB,9,0,30,698,1,1,-1,1,侮辱,烈士,mid_frontal,-5.791791466666666
17805,LC.AN.VB,7,0,30,287,0,0,0,1,降低,饭,mid_frontal,-10.664125666666665
17806,HC.EXP.VB,8,0,30,425,2,1,0,1,判处,死刑,mid_frontal,35.305416666666666
17807,LC.AN.VB,7,0,30,273,0,0,0,1,告诉,菜,mid_frontal,12.486353666666666
17808,HC.AN.CL,1,1,30,28,0,1,0,1,一亩,云朵,mid_frontal,-5.842146333333333
17809,LC.AN.VB,7,0,30,282,0,0,0,1,踏进,希望,mid_frontal,-6.449991666666667
17810,LC.UNEXP.CL,5,1,30,621,1,0,-2,1,一堆,苹果,mid_frontal,-3.0411190999999995
17811,LC.UNEXP.VB,10,0,30,742,1,0,-2,1,侵害,法律,mid_frontal,-22.63056333333333
17812,HC.UNEXP.CL,4,1,30,553,1,1,-1,1,一公顷,沙漠,mid_frontal,-0.5468276666666668
17813,LC.AN.CL,2,1,30,91,0,0,0,1,一池,争论,mid_frontal,-9.234166333333333
17814,HC.EXP.VB,8,0,30,436,2,1,0,1,买,东西,mid_frontal,0.8400880000000003
17815,HC.EXP.CL,3,1,30,389,2,1,0,1,一缕,青烟,mid_frontal,-5.553479666666667
17816,LC.AN.CL,2,1,30,104,0,0,0,1,一叶,牛,mid_frontal,14.163599999999997
17817,HC.EXP.CL,3,1,30,380,2,1,0,1,一副,眼镜,mid_frontal,-11.724782
17818,LC.AN.VB,7,0,30,283,0,0,0,1,交给,飞机,mid_frontal,17.749946666666666
17819,LC.UNEXP.CL,5,1,30,606,1,0,-2,1,一项,计划,mid_frontal,-5.263098333333334
17820,HC.AN.CL,1,1,30,10,0,1,0,1,一顶,飞机,mid_frontal,5.4731421
17821,LC.UNEXP.CL,5,1,30,612,1,0,-2,1,一组,学生,mid_frontal,-1.1048653333333336
17822,HC.AN.CL,1,1,30,30,0,1,0,1,一档,饭,mid_frontal,10.734183333333334
17823,LC.UNEXP.CL,5,1,30,603,1,0,-2,1,一笔,生意,mid_frontal,12.070091666666668
17824,LC.UNEXP.VB,10,0,30,732,1,0,-2,1,出现,变化,mid_frontal,13.444365
17825,HC.EXP.CL,3,1,30,376,2,1,0,1,一座,山,mid_frontal,-11.487170666666666
17826,HC.AN.CL,1,1,30,19,0,1,0,1,一张,鸡,mid_frontal,3.9931807999999998
17827,HC.EXP.CL,3,1,30,384,2,1,0,0,一通,电话,mid_frontal,9.236905666666665
17828,HC.EXP.CL,3,1,30,361,2,1,0,1,一列,火车,mid_frontal,-6.762667
17829,LC.AN.CL,2,1,30,102,0,0,0,1,一大批,经历,mid_frontal,20.44292
17830,LC.AN.VB,7,0,30,300,0,0,0,1,保持,火车,mid_frontal,-2.205620566666667
17831,HC.UNEXP.VB,9,0,30,717,1,1,-1,1,确定,身份,mid_frontal,2.6161673333333337
17832,HC.AN.CL,1,1,30,8,0,1,0,1,一堂,水果,mid_frontal,6.512675000000001
17833,LC.UNEXP.VB,10,0,30,726,1,0,-2,1,实现,功能,mid_frontal,-2.0433543333333333
17834,HC.EXP.VB,8,0,30,433,2,1,0,1,积累,经验,mid_frontal,6.983774666666666
17835,HC.EXP.VB,8,0,30,439,2,1,0,1,没收,财产,mid_frontal,14.018040000000001
17836,HC.UNEXP.VB,9,0,30,720,1,1,-1,1,回顾,传统,mid_frontal,18.376279999999998
17837,LC.UNEXP.VB,10,0,30,744,1,0,-2,1,压缩,行李,mid_frontal,4.188946199999999
17838,LC.AN.CL,2,1,30,108,0,0,0,1,一层层,棋,mid_frontal,0.8258546333333333
17839,HC.UNEXP.VB,9,0,30,700,1,1,-1,1,虐待,儿子,mid_frontal,21.926379999999998
17840,LC.AN.VB,7,0,30,293,0,0,0,1,表示,公司,mid_frontal,3.926780933333333
17841,HC.AN.CL,1,1,30,12,0,1,0,1,一代,水流,mid_frontal,-5.067079366666667
17842,HC.UNEXP.VB,9,0,30,715,1,1,-1,1,搁置,提议,mid_frontal,9.324623333333333
17843,HC.EXP.VB,8,0,30,422,2,1,0,1,触犯,法律,mid_frontal,0.4469233000000001
17844,LC.AN.VB,7,0,30,279,0,0,0,1,抵制,掌声,mid_frontal,13.252548333333332
17845,HC.AN.VB,6,0,30,153,0,1,0,1,名列,措施,mid_frontal,-11.587144333333333
17846,HC.EXP.CL,3,1,30,362,2,1,0,1,一平方公里,土地,mid_frontal,-9.354717333333333
17847,HC.EXP.CL,3,1,30,371,2,1,0,1,一届,学生,mid_frontal,7.6277
17848,HC.UNEXP.CL,4,1,30,542,1,1,-1,1,一平方公里,湖,mid_frontal,21.690256666666667
17849,HC.UNEXP.CL,4,1,30,560,1,1,-1,1,一副,牌,mid_frontal,10.610315
17850,LC.AN.CL,2,1,30,117,0,0,0,1,一场,鱼,mid_frontal,4.608481666666667
17851,HC.UNEXP.CL,4,1,30,547,1,1,-1,0,一扇,猪肉,mid_frontal,-7.453888
17852,HC.EXP.VB,8,0,30,428,2,1,0,1,宏扬,精神,mid_frontal,-6.086294666666666
17853,LC.UNEXP.VB,10,0,30,725,1,0,-2,1,收拾,房间,mid_frontal,4.1373076666666675
17854,HC.UNEXP.VB,9,0,30,696,1,1,-1,1,参加,婚礼,mid_frontal,12.258234000000002
17855,HC.EXP.VB,8,0,30,435,2,1,0,1,骗,人,mid_frontal,2.4379406666666665
17856,LC.UNEXP.CL,5,1,30,625,1,0,-2,0,一团,雪,mid_frontal,-16.390563333333333
17857,LC.AN.CL,2,1,30,100,0,0,0,1,一大批,热血,mid_frontal,14.847870666666665
17858,HC.UNEXP.VB,9,0,30,699,1,1,-1,1,开创,领域,mid_frontal,2.9029260000000003
17859,LC.UNEXP.CL,5,1,30,626,1,0,-2,1,一处,错误,mid_frontal,13.037500666666668
17860,LC.UNEXP.VB,10,0,30,727,1,0,-2,1,抵御,流感,mid_frontal,11.094316666666666
17861,HC.EXP.VB,8,0,30,426,2,1,0,1,推动,发展,mid_frontal,5.066885333333333
17862,LC.UNEXP.VB,10,0,30,745,1,0,-2,1,维护,电梯,mid_frontal,4.15531
17863,HC.AN.VB,6,0,30,168,0,1,0,0,竞选,棋,mid_frontal,5.532213
17864,LC.AN.CL,2,1,30,113,0,0,0,1,一度,土地,mid_frontal,26.81555
17865,HC.AN.VB,6,0,30,166,0,1,0,0,贴近,鞋子,mid_frontal,3.634406
17866,LC.UNEXP.CL,5,1,30,617,1,0,-2,1,一声,笑,mid_frontal,3.2185426666666666
17867,LC.UNEXP.VB,10,0,30,734,1,0,-2,1,遍布,田野,mid_frontal,2.5753536666666665
17868,LC.AN.VB,7,0,30,294,0,0,0,1,增加,生日,mid_frontal,-5.4280096
17869,HC.UNEXP.CL,4,1,30,562,1,1,-1,1,一碗,肉,mid_frontal,2.9986689999999996
17870,HC.EXP.VB,8,0,30,442,2,1,0,1,分散,注意力,mid_frontal,11.011002333333336
17871,HC.EXP.VB,8,0,30,441,2,1,0,1,重建,家园,mid_frontal,14.274896666666669
17872,LC.UNEXP.VB,10,0,30,731,1,0,-2,1,走向,歧途,mid_frontal,17.417236666666668
17873,HC.AN.CL,1,1,30,21,0,1,0,1,一阵,学校,mid_frontal,-1.6742649999999994
17874,LC.AN.VB,7,0,30,278,0,0,0,1,改进,鱼,mid_frontal,-13.334816666666669
17875,HC.AN.CL,1,1,30,24,0,1,0,1,一册,电话,mid_frontal,18.329086666666665
17876,LC.AN.CL,2,1,30,120,0,0,0,1,一条,饭,mid_posterior,21.731013333333333
17877,LC.UNEXP.VB,10,0,30,730,1,0,-2,1,继承,房子,mid_posterior,16.139823333333336
17878,HC.EXP.CL,3,1,30,382,2,1,0,1,一碗,饭,mid_posterior,14.626347666666668
17879,HC.UNEXP.VB,9,0,30,710,1,1,-1,1,篡改,答案,mid_posterior,4.909824333333333
17880,HC.EXP.VB,8,0,30,440,2,1,0,1,使用,工具,mid_posterior,1.2480016666666662
17881,LC.AN.CL,2,1,30,118,0,0,0,1,一天,措施,mid_posterior,16.495285
17882,HC.EXP.VB,8,0,30,427,2,1,0,1,完成,任务,mid_posterior,7.527986333333332
17883,LC.UNEXP.CL,5,1,30,605,1,0,-2,0,一美元,食物,mid_posterior,6.453606333333333
17884,LC.UNEXP.VB,10,0,30,733,1,0,-2,1,欺负,女生,mid_posterior,5.535409333333334
17885,HC.UNEXP.VB,9,0,30,702,1,1,-1,1,讨论,分工,mid_posterior,20.561063333333333
17886,LC.UNEXP.CL,5,1,30,630,1,0,-2,0,一丝,线,mid_posterior,-3.072590903333333
17887,LC.AN.CL,2,1,30,112,0,0,0,1,一岁,黄金,mid_posterior,8.680978666666666
17888,HC.AN.CL,1,1,30,7,0,1,0,1,一匹,米,mid_posterior,-1.5383845333333328
17889,HC.UNEXP.CL,4,1,30,567,1,1,-1,1,一帖,对联,mid_posterior,-8.267052666666666
17890,HC.UNEXP.VB,9,0,30,691,1,1,-1,1,发来,短信,mid_posterior,0.8555196666666666
17891,HC.EXP.CL,3,1,30,387,2,1,0,1,一帖,字,mid_posterior,16.058828000000002
17892,LC.UNEXP.VB,10,0,30,735,1,0,-2,1,汲取,营养,mid_posterior,5.982078333333333
